kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
5613330,K00649.01,Kepler-635 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,23.449704940,7.1930000e-05,-7.1930000e-05,182.9229500,2.400000e-03,-2.400000e-03,0.193,0.232,-0.193,8.65670,0.07660,-0.07660,315.6,5.000e+00,-5.000e+00,2.71,0.49,-4.100e-01,802.0,,,97.94,49.00,-33.09,67.90,1,q1_q17_dr25_tce,6188.00,110.00,-135.00,4.196,0.115,-0.126,1.5240,0.2780,-0.2280,289.773250,40.800720,13.310
5613330,K00649.02,,CANDIDATE,CANDIDATE,0.6160,0,0,0,0,10.209026800,1.8790000e-04,-1.8790000e-04,140.6805000,1.850000e-02,-1.850000e-02,0.213,0.232,-0.213,6.26400,0.56400,-0.56400,36.7,4.400e+00,-4.400e+00,0.92,0.17,-1.300e-01,1058.0,,,296.42,148.26,-100.16,9.80,2,q1_q17_dr25_tce,6188.00,110.00,-135.00,4.196,0.115,-0.126,1.5240,0.2780,-0.2280,289.773250,40.800720,13.310
5786676,K00650.01,Kepler-1665 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.954745130,9.0540000e-06,-9.0540000e-06,178.7216940,6.040000e-04,-6.040000e-04,0.601,0.016,-0.447,2.14330,0.02480,-0.02480,903.4,1.090e+01,-1.090e+01,5.15,1.37,-2.230e+00,906.0,,,159.04,119.05,-111.34,96.30,1,q1_q17_dr25_tce,5059.00,111.00,-91.00,3.976,0.378,-0.135,1.6570,0.4410,-0.7160,290.396180,41.040081,13.594
5796186,K00651.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,42.559306250,4.5510000e-05,-4.5510000e-05,204.1300060,8.320000e-04,-8.320000e-04,0.927,0.006,-0.010,3.01480,0.06950,-0.06950,2303.5,5.530e+01,-5.530e+01,5.45,0.79,-3.200e-01,527.0,,,18.24,6.84,-2.95,60.90,1,q1_q17_dr25_tce,6032.00,72.00,-84.00,4.489,0.040,-0.120,0.9240,0.1340,-0.0540,293.456120,41.048222,13.909
5796675,K00652.01,Kepler-636 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.080657264,8.0770000e-06,-8.0770000e-06,182.7601000,3.930000e-04,-3.930000e-04,0.051,0.303,-0.051,2.87010,0.01990,-0.01990,3076.0,1.830e+01,-1.830e+01,4.43,0.38,-2.300e-01,614.0,,,33.64,9.19,-5.86,195.90,1,q1_q17_dr25_tce,5303.00,106.00,-106.00,4.547,0.030,-0.070,0.8170,0.0690,-0.0440,293.591890,41.095161,13.653
5893123,K00653.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.125963085,1.5310000e-06,-1.5310000e-06,169.6340000,1.140000e-03,-1.140000e-03,0.596,0.362,-0.362,1.50340,0.04750,-0.04750,146.0,4.300e+00,-4.300e+00,1.41,0.24,-1.500e-01,1988.0,,,3689.22,1627.89,-894.83,43.10,1,q1_q17_dr25_tce,6225.00,80.00,-87.00,4.348,0.095,-0.126,1.1160,0.1900,-0.1170,296.435670,41.134602,13.858
5941160,K00654.01,Kepler-200 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.594818510,2.5720000e-05,-2.5720000e-05,171.6278100,2.380000e-03,-2.380000e-03,0.617,0.293,-0.388,3.25400,0.08440,-0.08440,336.5,1.040e+01,-1.040e+01,1.75,0.23,-1.300e-01,854.0,,,125.48,48.91,-26.97,37.50,1,q1_q17_dr25_tce,5675.00,113.00,-113.00,4.459,0.081,-0.099,0.9150,0.1220,-0.0710,284.409910,41.237461,13.984
5941160,K00654.02,Kepler-200 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.222156970,3.4340000e-05,-3.4340000e-05,135.8901700,2.770000e-03,-2.770000e-03,0.911,0.051,-0.634,1.19390,0.09520,-0.09520,238.2,2.100e+01,-2.100e+01,1.72,0.23,-1.300e-01,806.0,,,99.68,38.85,-21.43,13.60,2,q1_q17_dr25_tce,5675.00,113.00,-113.00,4.459,0.081,-0.099,0.9150,0.1220,-0.0710,284.409910,41.237461,13.984
5966154,K00655.01,Kepler-201 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,25.672155900,5.3290000e-05,-5.3290000e-05,192.0967900,1.590000e-03,-1.590000e-03,0.867,0.044,-0.609,5.96290,0.07970,-0.07970,387.1,5.500e+00,-5.500e+00,2.68,0.42,-2.500e-01,683.0,,,51.47,22.75,-12.69,78.40,1,q1_q17_dr25_tce,6034.00,109.00,-133.00,4.359,0.063,-0.117,1.1790,0.1870,-0.1090,293.626040,41.272820,13.004
5966154,K00655.02,Kepler-201 c,CONFIRMED,CANDIDATE,0.9700,0,0,0,0,151.885188100,9.5640000e-04,-9.5640000e-04,176.4127200,5.890000e-03,-5.890000e-03,0.788,0.126,-0.552,12.09100,0.15200,-0.15200,360.6,8.100e+00,-8.100e+00,2.47,0.39,-2.300e-01,378.0,,,4.81,2.13,-1.19,46.30,2,q1_q17_dr25_tce,6034.00,109.00,-133.00,4.359,0.063,-0.117,1.1790,0.1870,-0.1090,293.626040,41.272820,13.004
5966660,K00656.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0,1.906633332,2.2960000e-06,-2.2960000e-06,170.0641020,9.110000e-04,-9.110000e-04,0.980,0.006,-0.003,3.08250,0.08040,-0.08040,268.0,5.800e+00,-5.800e+00,2.72,0.45,-1.800e-01,1847.0,,,2745.66,1143.01,-494.66,83.30,1,q1_q17_dr25_tce,6736.00,70.00,-101.00,4.335,0.038,-0.113,1.2430,0.2060,-0.0830,293.775600,41.228489,13.429
6020753,K00657.01,Kepler-202 b,CONFIRMED,CANDIDATE,0.9920,0,0,0,0,4.069425638,4.3360000e-06,-4.3360000e-06,171.0177430,8.570000e-04,-8.570000e-04,0.102,0.335,-0.102,2.03960,0.03140,-0.03140,549.1,9.300e+00,-9.300e+00,1.53,0.11,-4.000e-02,802.0,,,97.72,22.80,-13.04,68.00,1,q1_q17_dr25_tce,4671.00,93.00,-93.00,4.636,0.012,-0.042,0.6800,0.0460,-0.0210,282.973420,41.322010,13.872
6020753,K00657.02,Kepler-202 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.282476250,2.6840000e-05,-2.6840000e-05,180.7981500,1.190000e-03,-1.190000e-03,0.382,0.040,-0.382,2.92270,0.04400,-0.04400,792.6,1.460e+01,-1.460e+01,1.88,0.13,-5.000e-02,505.0,,,15.37,3.59,-2.05,60.00,2,q1_q17_dr25_tce,4671.00,93.00,-93.00,4.636,0.012,-0.042,0.6800,0.0460,-0.0210,282.973420,41.322010,13.872
6062088,K00658.01,Kepler-203 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.162692075,3.0230000e-06,-3.0230000e-06,169.6418600,7.710000e-04,-7.710000e-04,0.716,0.018,-0.508,1.95290,0.02630,-0.02630,503.7,7.600e+00,-7.600e+00,2.61,0.39,-3.500e-01,1308.0,,,692.32,286.81,-214.24,75.40,1,q1_q17_dr25_tce,5821.00,105.00,-117.00,4.355,0.121,-0.110,1.0850,0.1600,-0.1460,297.090000,41.388031,13.989
6062088,K00658.02,Kepler-203 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.370639542,6.6650000e-06,-6.6650000e-06,172.2381500,9.550000e-04,-9.550000e-04,0.667,0.264,-0.452,2.11210,0.03620,-0.03620,491.3,9.200e+00,-9.200e+00,2.54,0.38,-3.400e-01,1096.0,,,341.68,141.56,-105.73,58.80,2,q1_q17_dr25_tce,5821.00,105.00,-117.00,4.355,0.121,-0.110,1.0850,0.1600,-0.1460,297.090000,41.388031,13.989
6062088,K00658.03,Kepler-203 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.329770620,6.7730000e-05,-6.7730000e-05,133.9675500,5.290000e-03,-5.290000e-03,0.036,0.431,-0.036,3.84500,0.15700,-0.15700,162.4,9.500e+00,-9.500e+00,1.37,0.21,-1.800e-01,855.0,,,126.21,52.29,-39.06,18.50,3,q1_q17_dr25_tce,5821.00,105.00,-117.00,4.355,0.121,-0.110,1.0850,0.1600,-0.1460,297.090000,41.388031,13.989
6125481,K00659.01,Kepler-637 b,CONFIRMED,CANDIDATE,0.9840,0,0,0,0,23.205793530,6.0870000e-05,-6.0870000e-05,180.7628000,2.040000e-03,-2.040000e-03,0.059,0.378,-0.059,4.32430,0.06250,-0.06250,342.5,8.400e+00,-8.400e+00,5.86,1.19,-2.220e+00,1002.0,,,238.21,138.18,-153.35,46.90,1,q1_q17_dr25_tce,5460.00,119.00,-108.00,3.626,0.278,-0.111,3.2310,0.6590,-1.2240,292.417210,41.416870,13.413
6267535,K00660.01,Kepler-638 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.079720160,1.3980000e-05,-1.3980000e-05,170.5838900,1.770000e-03,-1.770000e-03,0.471,0.372,-0.272,7.12280,0.06180,-0.06180,290.8,4.400e+00,-4.400e+00,2.32,0.41,-5.500e-01,1111.0,,,360.77,181.51,-163.35,77.90,1,q1_q17_dr25_tce,5460.00,120.00,-76.00,4.139,0.252,-0.108,1.3460,0.2340,-0.3220,284.919430,41.617191,13.532
6347299,K00661.01,Kepler-204 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,14.400904140,4.0430000e-05,-4.0430000e-05,174.9896400,2.280000e-03,-2.280000e-03,0.872,0.036,-0.615,4.16820,0.06960,-0.06960,379.6,1.030e+01,-1.030e+01,2.71,0.40,-4.500e-01,828.0,,,111.24,46.41,-39.78,41.10,1,q1_q17_dr25_tce,5815.00,105.00,-117.00,4.270,0.156,-0.104,1.1980,0.1780,-0.1980,285.347200,41.761921,13.909
6347299,K00661.02,Kepler-204 c,CONFIRMED,CANDIDATE,0.9590,0,0,0,0,25.661381600,3.1780000e-04,-3.1780000e-04,155.1380600,7.650000e-03,-7.650000e-03,0.864,0.076,-0.630,4.45900,0.24700,-0.24700,166.5,1.270e+01,-1.270e+01,1.78,0.27,-2.900e-01,683.0,,,51.48,21.48,-18.41,14.60,2,q1_q17_dr25_tce,5815.00,105.00,-117.00,4.270,0.156,-0.104,1.1980,0.1780,-0.1980,285.347200,41.761921,13.909
6365156,K00662.01,Kepler-639 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.214187920,2.0140000e-05,-2.0140000e-05,170.7046600,1.490000e-03,-1.490000e-03,0.016,0.393,-0.016,5.82010,0.04950,-0.04950,303.8,4.500e+00,-4.500e+00,2.29,0.38,-3.700e-01,957.0,,,198.34,90.06,-70.39,78.60,1,q1_q17_dr25_tce,5843.00,105.00,-117.00,4.250,0.137,-0.112,1.3320,0.2180,-0.2180,292.186890,41.727051,13.336
6425957,K00663.01,Kepler-205 b,CONFIRMED,CANDIDATE,0.0730,0,0,0,0,2.755637216,1.9090000e-06,-1.9090000e-06,170.8458540,5.580000e-04,-5.580000e-04,0.717,0.166,-0.479,1.85590,0.02810,-0.02810,536.7,6.400e+00,-6.400e+00,1.37,0.08,-7.000e-02,757.0,,,77.57,15.00,-14.12,99.80,1,q1_q17_dr25_tce,4121.00,74.00,-91.00,4.709,0.024,-0.030,0.5530,0.0300,-0.0300,285.287110,41.861172,13.506
6425957,K00663.02,Kepler-205 c,CONFIRMED,CANDIDATE,0.0080,0,0,0,0,20.306528620,2.9510000e-05,-2.9510000e-05,172.6581000,1.220000e-03,-1.220000e-03,0.714,0.031,-0.500,2.80140,0.04570,-0.04570,715.4,1.280e+01,-1.280e+01,1.58,0.09,-8.000e-02,389.0,,,5.40,1.04,-0.98,60.80,2,q1_q17_dr25_tce,4121.00,74.00,-91.00,4.709,0.024,-0.030,0.5530,0.0300,-0.0300,285.287110,41.861172,13.506
6442340,K00664.01,Kepler-206 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,13.137477850,4.1250000e-05,-4.1250000e-05,170.2278600,2.570000e-03,-2.570000e-03,0.800,0.060,-0.578,4.86550,0.07060,-0.07060,212.8,5.200e+00,-5.200e+00,1.85,0.29,-2.700e-01,825.0,,,109.68,48.41,-35.45,43.10,1,q1_q17_dr25_tce,5762.00,104.00,-115.00,4.314,0.132,-0.108,1.1430,0.1810,-0.1640,291.634670,41.833858,13.484
6442340,K00664.02,Kepler-206 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,7.781998620,3.7670000e-05,-3.7670000e-05,133.5887100,3.570000e-03,-3.570000e-03,0.816,0.135,-0.595,3.94700,0.12600,-0.12600,106.9,4.600e+00,-4.600e+00,1.32,0.21,-1.900e-01,983.0,,,220.80,97.45,-71.36,25.60,2,q1_q17_dr25_tce,5762.00,104.00,-115.00,4.314,0.132,-0.108,1.1430,0.1810,-0.1640,291.634670,41.833858,13.484
6442340,K00664.03,Kepler-206 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,23.443374800,2.6870000e-04,-2.6870000e-04,152.0058800,8.550000e-03,-8.550000e-03,0.924,0.033,-0.714,5.76800,0.28100,-0.28100,85.0,6.400e+00,-6.400e+00,1.29,0.21,-1.800e-01,681.0,,,50.72,22.39,-16.39,14.10,3,q1_q17_dr25_tce,5762.00,104.00,-115.00,4.314,0.132,-0.108,1.1430,0.1810,-0.1640,291.634670,41.833858,13.484
6685609,K00665.01,Kepler-207 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.868066282,6.9250000e-06,-6.9250000e-06,170.3240460,9.490000e-04,-9.490000e-04,0.801,0.002,-0.595,4.12460,0.02920,-0.02920,436.5,4.800e+00,-4.800e+00,3.60,0.62,-7.500e-01,1254.0,,,584.32,275.60,-246.71,97.60,1,q1_q17_dr25_tce,5918.00,107.00,-119.00,4.127,0.168,-0.098,1.5550,0.2650,-0.3240,290.030520,42.166050,13.182
6685609,K00665.02,Kepler-207 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.611890460,4.3010000e-06,-4.3010000e-06,133.5704000,2.300000e-03,-2.300000e-03,0.782,0.020,-0.544,3.07920,0.06640,-0.06640,101.1,2.900e+00,-2.900e+00,1.72,0.29,-3.600e-01,1930.0,,,3267.98,1541.40,-1379.79,38.00,2,q1_q17_dr25_tce,5918.00,107.00,-119.00,4.127,0.168,-0.098,1.5550,0.2650,-0.3240,290.030520,42.166050,13.182
6685609,K00665.03,Kepler-207 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.071552840,1.2850000e-05,-1.2850000e-05,133.3025500,3.300000e-03,-3.300000e-03,0.855,0.086,-0.604,4.09350,0.09360,-0.09360,86.0,3.300e+00,-3.300e+00,1.65,0.28,-3.400e-01,1556.0,,,1389.97,655.61,-586.86,27.20,3,q1_q17_dr25_tce,5918.00,107.00,-119.00,4.127,0.168,-0.098,1.5550,0.2650,-0.3240,290.030520,42.166050,13.182
6707835,K00666.01,Kepler-640 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,22.248146170,3.6610000e-05,-3.6610000e-05,174.1367600,1.280000e-03,-1.280000e-03,0.868,0.029,-0.600,4.14830,0.07090,-0.07090,613.7,9.500e+00,-9.500e+00,2.72,0.41,-1.300e-01,609.0,,,32.58,13.65,-5.65,74.20,1,q1_q17_dr25_tce,5629.00,101.00,-123.00,4.503,0.030,-0.120,0.9430,0.1410,-0.0470,296.032200,42.131672,13.721
6752502,K00667.01,,CANDIDATE,CANDIDATE,0.0010,0,0,0,0,4.305219002,1.7680000e-06,-1.7680000e-06,170.4531540,3.390000e-04,-3.390000e-04,0.626,0.064,-0.213,2.68450,0.05830,-0.05830,9738.6,6.160e+01,-6.160e+01,10.34,0.00,0.000e+00,1119.0,,,370.84,0.00,0.00,205.80,1,q1_q17_dr25_tce,5780.00,,,4.438,,,1.0000,,,282.154910,42.234547,13.826
6805146,K00668.01,,FALSE POSITIVE,FALSE POSITIVE,0.0030,0,1,0,0,13.779711352,1.4090000e-06,-1.4090000e-06,178.6879965,7.980000e-05,-7.980000e-05,0.201,0.015,-0.015,7.63871,0.00697,-0.00697,25479.1,1.530e+01,-1.530e+01,47.58,7.90,-1.844e+01,1376.0,,,848.24,451.68,-563.58,2013.60,1,q1_q17_dr25_tce,6444.00,196.00,-177.00,3.643,0.337,-0.112,2.9470,0.4890,-1.1420,298.591640,42.206429,13.210
6960445,K00669.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,5.074377860,1.0950000e-05,-1.0950000e-05,171.5654400,1.660000e-03,-1.660000e-03,1.210,2.515,-0.110,5.94200,0.08360,-0.08360,605.7,8.200e+00,-8.200e+00,23.71,6.24,-2.690e+00,1008.0,,,244.04,188.99,-71.91,86.60,1,q1_q17_dr25_tce,5661.00,152.00,-152.00,4.480,0.062,-0.188,0.9190,0.2420,-0.1040,295.195620,42.417068,13.842
7033671,K00670.01,Kepler-641 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.489655270,2.5090000e-05,-2.5090000e-05,171.9260400,2.120000e-03,-2.120000e-03,0.795,0.098,-0.549,3.58700,0.06110,-0.06110,262.2,7.200e+00,-7.200e+00,2.16,0.35,-3.400e-01,926.0,,,173.79,79.57,-60.81,42.50,1,q1_q17_dr25_tce,5672.00,114.00,-114.00,4.279,0.156,-0.104,1.2040,0.1930,-0.1930,291.823490,42.516209,13.774
7040629,K00671.01,Kepler-208 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.228652170,1.0750000e-05,-1.0750000e-05,170.7405300,1.880000e-03,-1.880000e-03,0.009,0.434,-0.009,3.32750,0.06300,-0.06300,150.0,4.000e+00,-4.000e+00,1.83,0.32,-3.900e-01,1379.0,,,854.59,411.76,-367.68,41.50,1,q1_q17_dr25_tce,5966.00,107.00,-119.00,4.169,0.162,-0.108,1.4990,0.2620,-0.3210,293.890200,42.527966,13.749
7040629,K00671.02,Kepler-208 c,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,7.466620680,3.4110000e-05,-3.4110000e-05,132.7755000,3.670000e-03,-3.670000e-03,0.255,0.212,-0.255,3.87000,0.10400,-0.10400,120.9,4.700e+00,-4.700e+00,1.65,0.29,-3.500e-01,1141.0,,,401.08,193.24,-172.57,27.40,2,q1_q17_dr25_tce,5966.00,107.00,-119.00,4.169,0.162,-0.108,1.4990,0.2620,-0.3210,293.890200,42.527966,13.749
7040629,K00671.03,Kepler-208 e,CONFIRMED,CANDIDATE,0.9920,0,0,0,0,16.259519670,9.8710000e-05,-9.8710000e-05,144.5320300,5.550000e-03,-5.550000e-03,0.374,0.067,-0.374,3.85400,0.14600,-0.14600,129.5,7.100e+00,-7.100e+00,1.72,0.30,-3.700e-01,880.0,,,142.10,68.46,-61.14,19.60,3,q1_q17_dr25_tce,5966.00,107.00,-119.00,4.169,0.162,-0.108,1.4990,0.2620,-0.3210,293.890200,42.527966,13.749
7040629,K00671.04,Kepler-208 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.131790100,8.2700000e-05,-8.2700000e-05,134.4227200,6.340000e-03,-6.340000e-03,0.342,0.113,-0.342,4.05100,0.16600,-0.16600,95.5,5.700e+00,-5.700e+00,1.47,0.26,-3.100e-01,999.0,,,235.55,113.49,-101.35,18.20,4,q1_q17_dr25_tce,5966.00,107.00,-119.00,4.169,0.162,-0.108,1.4990,0.2620,-0.3210,293.890200,42.527966,13.749
7115785,K00672.01,Kepler-209 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.087862460,2.4740000e-05,-2.4740000e-05,172.8138400,1.270000e-03,-1.270000e-03,0.824,0.045,-0.574,3.09500,0.04200,-0.04200,612.5,1.040e+01,-1.040e+01,2.56,0.31,-2.100e-01,668.0,,,47.17,17.03,-10.12,63.70,2,q1_q17_dr25_tce,5506.00,110.00,,4.473,0.064,-0.096,0.9140,0.1110,-0.0740,291.169530,42.640808,13.998
7115785,K00672.02,Kepler-209 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,41.749386130,6.6220000e-05,-6.6220000e-05,153.8463600,1.260000e-03,-1.260000e-03,0.226,0.203,-0.226,5.60980,0.05730,-0.05730,1055.4,1.160e+01,-1.160e+01,2.94,0.35,-2.400e-01,486.0,,,13.22,4.77,-2.84,95.00,1,q1_q17_dr25_tce,5506.00,110.00,0.00,4.473,0.064,-0.096,0.9140,0.1110,-0.0740,291.169530,42.640808,13.998
7115785,K00672.03,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,0.566800810,6.3200000e-07,-6.3200000e-07,131.8173700,9.040000e-04,-9.040000e-04,0.004,0.548,-0.004,3.61160,0.03480,-0.03480,127.7,2.700e+00,-2.700e+00,1.02,0.12,-9.000e-02,2038.0,,,4065.92,1468.57,-872.14,71.50,3,q1_q17_dr25_tce,5506.00,110.00,0.00,4.473,0.064,-0.096,0.9140,0.1110,-0.0740,291.169530,42.640808,13.998
7124613,K00673.01,Kepler-642 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.417462570,1.9200000e-05,-1.9200000e-05,170.7907300,3.360000e-03,-3.360000e-03,0.085,0.376,-0.085,2.96500,0.10400,-0.10400,291.0,1.500e+01,-1.500e+01,3.95,0.84,-1.250e+00,1810.0,,,2536.07,1550.12,-1485.81,22.60,1,q1_q17_dr25_tce,6570.00,156.00,-195.00,3.860,0.285,-0.114,2.2970,0.4850,-0.7270,293.834560,42.624962,13.343
7277317,K00674.01,Kepler-643 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.338880670,1.8820000e-05,-1.8820000e-05,177.9175860,9.020000e-04,-9.020000e-04,0.256,0.099,-0.256,9.35990,0.04850,-0.04850,1718.4,9.700e+00,-9.700e+00,10.47,1.10,-8.000e-01,963.0,,,203.31,58.11,-37.26,201.90,1,q1_q17_dr25_tce,4877.00,63.00,-53.00,3.645,0.060,-0.066,2.5950,0.2730,-0.1980,290.327330,42.898281,13.781
7385509,K00675.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.655467295,2.1730000e-06,-2.1730000e-06,169.5487200,1.200000e-03,-1.200000e-03,0.001,0.295,-0.001,3.24240,0.03920,-0.03920,1059.4,1.290e+01,-1.290e+01,2.17,0.16,-1.800e-01,1080.0,,,322.97,101.96,-89.29,98.70,1,q1_q17_dr25_tce,4583.00,161.00,-161.00,4.600,0.044,-0.028,0.6950,0.0490,-0.0600,297.747990,42.995205,13.841
7447200,K00676.01,Kepler-210 c,CONFIRMED,CANDIDATE,0.3780,0,0,0,0,7.972510087,3.6520000e-06,-3.6520000e-06,171.5850570,3.580000e-04,-3.580000e-04,0.739,0.043,-0.110,2.97540,0.05690,-0.05690,3139.0,1.880e+01,-1.880e+01,3.22,0.19,-2.100e-01,497.0,,,14.45,3.12,-2.91,206.70,1,q1_q17_dr25_tce,3912.00,78.00,-86.00,4.728,0.030,-0.033,0.5330,0.0320,-0.0350,292.503390,43.083149,13.822
7447200,K00676.02,Kepler-210 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.453236139,9.9100000e-07,-9.9100000e-07,170.8920590,3.140000e-04,-3.140000e-04,0.496,0.246,-0.297,1.66910,0.01860,-0.01860,1723.2,1.290e+01,-1.290e+01,2.26,0.14,-1.400e-01,737.0,,,69.36,14.99,-13.96,158.00,2,q1_q17_dr25_tce,3912.00,78.00,-86.00,4.728,0.030,-0.033,0.5330,0.0320,-0.0350,292.503390,43.083149,13.822
7466863,K00677.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,11.971062600,2.4070000e-05,-2.4070000e-05,171.0842500,1.550000e-03,-1.550000e-03,0.999,7.582,-0.022,2.76070,0.08220,-0.08220,421.8,1.200e+01,-1.200e+01,5.84,1.65,-1.830e+00,1044.0,,,280.97,236.24,-165.62,42.60,1,q1_q17_dr25_tce,6312.00,176.00,-220.00,4.127,0.264,-0.154,1.4640,0.4160,-0.4570,297.400970,43.042782,13.768
7509886,K00678.01,Kepler-211 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.040462200,3.1330000e-05,-3.1330000e-05,172.5932700,3.980000e-03,-3.980000e-03,0.508,0.431,-0.294,1.98000,0.12800,-0.12800,241.0,1.830e+01,-1.830e+01,1.30,0.11,-5.000e-02,841.0,,,118.56,30.58,-18.81,14.90,2,q1_q17_dr25_tce,5297.00,95.00,-116.00,4.578,0.014,-0.081,0.8250,0.0680,-0.0340,285.439150,43.168480,13.283
7509886,K00678.02,Kepler-211 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.138528250,1.7560000e-05,-1.7560000e-05,132.0188200,3.520000e-03,-3.520000e-03,0.185,0.279,-0.185,2.28100,0.10500,-0.10500,256.5,1.460e+01,-1.460e+01,1.30,0.10,-6.000e-02,954.0,,,196.51,50.69,-31.18,20.50,1,q1_q17_dr25_tce,5297.00,95.00,-116.00,4.578,0.014,-0.081,0.8250,0.0680,-0.0340,285.439150,43.168480,13.283
7515212,K00679.01,Kepler-212 c,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,31.804759910,9.0450000e-05,-9.0450000e-05,190.2541300,2.240000e-03,-2.240000e-03,0.870,0.078,-0.652,8.69900,0.12200,-0.12200,360.6,5.200e+00,-5.200e+00,2.99,0.47,-5.700e-01,664.0,,,45.90,19.95,-18.40,73.40,1,q1_q17_dr25_tce,5867.00,104.00,-128.00,4.235,0.143,-0.117,1.3560,0.2120,-0.2590,287.620820,43.141647,13.178
7515212,K00679.02,Kepler-212 b,CONFIRMED,CANDIDATE,0.7670,0,0,0,0,16.258027600,2.8790000e-04,-2.8790000e-04,139.6381000,1.220000e-02,-1.220000e-02,0.131,0.326,-0.131,6.37500,0.41600,-0.41600,47.0,4.600e+00,-4.600e+00,0.92,0.15,-1.700e-01,830.0,,,112.41,48.85,-45.05,11.50,2,q1_q17_dr25_tce,5867.00,104.00,-128.00,4.235,0.143,-0.117,1.3560,0.2120,-0.2590,287.620820,43.141647,13.178
7529266,K00680.01,Kepler-435 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,8.600153929,1.5320000e-06,-1.5320000e-06,177.6424210,1.430000e-04,-1.430000e-04,0.296,0.037,-0.051,9.00150,0.01660,-0.01660,4510.2,4.800e+00,-4.800e+00,26.52,3.60,-9.360e+00,1703.0,,,1986.75,716.55,-1198.77,1208.10,1,q1_q17_dr25_tce,6093.00,82.00,-82.00,3.475,0.285,-0.095,3.9130,0.5310,-1.3810,292.287320,43.197281,13.643
7598128,K00681.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,44.258173075,7.5630000e-06,-7.5630000e-06,188.4955370,1.270000e-04,-1.270000e-04,0.815,0.001,-0.001,7.58264,0.00849,-0.00849,20541.7,2.210e+01,-2.210e+01,37.38,7.04,-1.306e+01,845.0,,,120.38,67.07,-74.80,1282.30,1,q1_q17_dr25_tce,6544.00,162.00,-179.00,3.839,0.292,-0.097,2.3260,0.4380,-0.8130,288.541990,43.255421,13.204
